Mag Bin,Sector,TIC,Is Real,Comments,Rp,Tc,Depth,Duration,Tau,Rad,Mass,Teff,RA,DEC,Tmag,Vmag,Jmag
12,18,377613177,0,J,63.43161318,1802.307139,0.103208768,15.13011604,13.13463436,1.79496,1.141,6087,348.184769,62.07997415,11.2899,11.765,10.7
12,18,377670573,0,J,17.82573566,1802.295461,0.006418186,4.521422903,0.374821978,2.0227799,1.005,5659,348.4091379,61.94841142,11.1046,11.625,10.393
12,18,377976204,1,,9.462064708,1797.414499,0.010619442,5.376694739,1.385463468,0.834723,0.972,5528,348.799891,65.74276283,11.8643,12.533,11.141
12,18,378381571,1,,27.44117546,1807.484363,0.02051862,10.77759108,4.037229169,1.74155,1.76,7579,358.2836083,62.96114645,11.2737,11.712,10.705
12,18,378469571,1,,21.14289523,1804.838872,0.011517989,6.993565942,0.780872902,1.7909499,1.9299999,8008,358.4249371,64.83527218,11.7125,11.63,11.112
12,18,378585741,0,J,9.043594474,1802.124646,0.00228083,4.826756335,0.262046234,1.72148,1.006,5665,0.741411431,70.4731511,11.0733,11.534,10.347
12,18,378925488,0,J,27.82621069,1802.019367,0.011782452,6.33902652,0.730240684,2.3304701,,9286,10.55091019,69.00037902,11.875,12.597,11.058
12,18,378943263,0,J,11.42598403,1801.977419,0.006940668,1.920596818,0.171428843,1.24681,1.37,6591,15.26053129,66.34048053,11.3946,12.433,10.676
12,18,379475331,0,J,9.706865209,1814.638827,0.009546755,5.482501951,0.568257237,0.90314698,0.97000003,5522,30.50488826,66.35901773,11.7419,12.415,11.019
12,18,379525328,0,J,38.53185232,1814.607592,0.035201873,4.993940264,2.493048557,1.867,0.95999998,5483,30.36041041,71.13280881,11.9283,12.762,11.069
12,18,379628918,0,J,6.065051647,1814.686976,0.00546991,3.06536227,0.305677571,0.745507,0.79900002,4890,34.52182095,71.16265656,11.5035,12.32,10.66
12,18,379630909,0,J,11.18530234,1814.598195,0.019667438,2.902277694,0.418560292,0.72507203,0.87900001,5183,34.47173238,69.59324776,11.8974,12.993,10.901
12,18,381583772,0,J,13.3928533,1814.828364,0.009113426,2.661095915,0.318334451,1.27538,1.05,5823.3301,30.25866904,39.50677996,11.9381,12.456,11.282
12,18,381590500,0,J,19.20855556,1814.824815,0.009831532,2.381396013,0.272291764,1.76113,1.17,6165.48,30.51069492,40.13796665,11.461,12.276,10.906
12,18,381590864,0,J,22.46561514,1814.798063,0.02259823,4.904365351,2.676550037,1.35859,1.04,5794,30.43563582,39.56622964,11.3033,11.706,10.662
12,18,381651033,0,J,13.49421495,1814.817226,0.015154612,1.843223004,0.282476313,0.996512,,5672.5898,30.70824948,39.98971,11.219,11.749,10.393
12,18,381659438,0,J,14.2522176,1800.805697,0.009509085,2.948385275,0.287312565,1.32868,1.16,6139,30.76221208,37.21586647,11.4585,12.082,10.888
12,18,385042617,1,,17.65235044,1810.03851,0.030618335,12.78535511,6.876907592,0.91710502,0.713,4531,50.47515004,46.7792957,11.1231,12.066,10.137
12,18,385153046,0,J,30.75536576,1792.143749,0.088156309,7.063725878,3.037902166,0.94167602,1.151,6111.6001,51.21302706,47.89548042,11.178,11.885,10.451
12,18,387627653,0,J,23.45837027,1801.712181,0.016267356,6.743475146,3.90316225,1.67204,1.059,5858,313.3378201,71.70891398,11.7176,12.172,11.036
12,18,387634754,0,J,22.52539385,1801.64485,0.021024119,9.606376084,4.889578201,1.41228,1.059,5860,313.8689943,66.85248841,11.9723,12.756,11.227
12,18,387681431,0,,12.26802074,1801.656762,0.006764732,2.70084352,0.257223061,1.3559901,0.99599999,5623,314.2311278,69.53331736,11.0331,12.058,10.376
12,18,387953331,0,J,10.78400386,1801.687376,0.004970802,5.288170723,0.511993692,1.39051,1.249,6327,316.7284931,69.64536744,11.641,12.169,11.066
12,18,388040769,1,,26.35784419,1807.024001,0.012282502,2.7548259,0.924394086,2.1620901,1.3200001,6477,317.6857227,69.22178135,11.5609,12.185,10.918
12,18,388078941,0,J,16.09395589,1814.624975,0.010212147,7.353490788,1.043545983,1.4478101,1.505,6908,318.0428003,71.22223815,11.6409,12.431,10.872
12,18,388580996,0,,27.28979384,1814.180443,0.047359318,6.075235076,1.125548596,1.14,,5796,359.7482955,81.8727134,11.9277,12.179,11.128
12,18,389458894,0,,69.21811902,1801.917827,0.103918912,16.02968327,14.63669878,1.952,1.6900001,7398,22.50531013,63.53458013,11.7766,11.886,10.994
12,18,389632051,1,,18.92902466,1805.648858,0.007494359,4.366467777,0.494566451,1.98778,2.4200001,9502,22.93555247,61.01338269,11.6251,11.895,11.105
12,18,390045892,1,,23.3049408,1794.217576,0.018819252,3.557190661,1.315462577,1.5443799,1.235,6296,23.73160718,64.77663388,11.8883,12.607,11.143
12,18,390739416,0,J,25.83637507,1814.638853,0.010294781,8.063159986,2.311670461,2.3148899,,9184,43.88321759,63.55756555,11.2939,11.691,10.647
12,18,392571811,0,J,27.91179237,1814.614281,0.011638697,1.820397739,0.206863071,2.35203,0.95999998,5472,280.5322091,58.84653466,11.6811,12.339,10.985
12,18,396166886,0,J,36.65207267,1790.939178,0.054665702,15.13277693,11.30329007,1.42511,1.37,6593,39.25575598,72.06265282,11.5217,11.974,10.989
12,18,396167035,0,J,32.87947772,1814.615496,0.01142795,4.235235802,1.843686527,2.7960701,1.45,6776,39.34170455,72.17437694,11.5875,12.194,10.947
12,18,396449182,0,J,16.7218118,1814.566899,0.018267087,6.846540492,0.966004158,1.12475,1.457,6787,42.92749629,72.36679424,11.2842,12.028,10.563
12,18,396555505,0,J,34.59464239,1814.58512,0.054803551,17.44002173,10.84665683,1.34342,1.039,5791.54,39.10930707,42.3219255,11.9512,12.561,11.31
12,18,396607112,0,J,9.089571595,1814.745135,0.045473937,3.071901468,0.751516168,0.38749799,0.37729999,3608,45.10594208,72.75475515,11.5066,13.435,10.139
12,18,396678490,0,J,41.87300245,1790.9373,0.068304596,13.56036393,10.62741913,1.45652,0.97500002,5540,46.4890844,72.12919203,11.3847,11.999,10.668
12,18,396715570,0,J,24.62624815,1814.255953,0.012824019,8.972602169,0.944275724,1.97694,,7797,46.72616818,73.50541237,11.4772,12.636,10.435
12,18,396718866,0,,17.02350206,1814.415304,0.019895221,3.043039767,0.391115489,1.09719,1.001,5642,47.0801067,73.75349098,11.4022,12.018,10.749
12,18,397280527,0,J,7.669330864,1814.631623,0.012850208,9.441336499,2.229058732,0.615049,0.68900001,4402,45.75623255,69.0183497,11.9125,12.961,10.907
12,18,397762695,1,,14.59781198,1792.299563,0.006521476,7.704723888,1.506672957,1.64332,,6871,6.798935991,69.93086397,11.6835,12.615,10.731
12,18,398286781,1,EB,30.82804599,1808.415091,0.030016426,4.451219842,1.971089478,1.61761,1,5647,340.3130902,83.49080407,11.8111,12.612,10.967
12,18,399623373,0,,16.88144576,1814.629974,0.007748807,9.876947212,2.070245784,1.74341,1.3,6439,46.89913341,70.17648833,11.5778,12.386,10.788
12,18,399624761,0,,67.11643069,1790.943482,0.117527552,18.43511202,16.76337261,1.77978,1.3,6425,46.80389799,68.7734074,11.8584,12.561,11.136
12,18,399721269,0,,8.858242125,1813.956229,0.009503518,6.938687059,2.493064602,0.82606202,0.96100003,5485,21.66124908,80.37708731,11.3737,11.668,10.743
12,18,399737039,0,,5.714494225,1814.497778,0.004177052,4.291786059,0.436251514,0.80380398,0.83600003,5025,25.74398669,79.25107453,11.4114,12.111,10.632
12,18,399787604,0,,8.322890517,1801.11432,0.004350637,12.45314652,0.816932841,1.14711,1.034,5773,278.014899,59.55258197,11.4681,12.167,10.8
12,18,400243700,0,Blend,33.82766511,1810.074116,0.009823474,5.515960022,1.382007382,3.1027501,1.11,6006,358.7984989,62.26834485,11.7043,12.382,11.059
12,18,400254753,0,Variable source,30.1526521,1807.907124,0.01833068,8.729551716,2.051996472,2.0246201,1.6,7159,358.8764534,65.48647652,11.2503,11.991,10.574
12,18,400351578,1,,11.03710296,1810.187295,0.016146468,10.54380896,3.957319064,0.78963,0.88499999,5204,359.2196463,61.76480092,11.628,12.471,10.787
12,18,400500051,0,,17.09675382,1801.539279,0.008177139,3.927807007,0.350185992,1.71878,2.01,8218,25.05065468,54.38881866,11.3492,11.219,11.029
12,18,400819568,0,,28.84166069,1814.597026,0.008111796,6.535081314,0.569345587,2.91118,1.34,6522,30.87135667,64.60836217,11.7275,12.507,10.915
12,18,401500241,0,,29.0966468,1814.557457,0.027851428,3.052445391,0.463283396,1.58499,,6729,40.60079373,81.69770759,11.645,12.317,10.902
12,18,402204599,1,,23.40371246,1791.529191,0.024264168,6.360772813,0.937796484,1.36587,1.08,5917,27.65273533,40.96288017,11.6825,12.21,11.075
12,18,402812505,0,Variable source,54.87585288,1798.36887,0.07342216,21.44198799,14.32327647,1.84109,1.35,6537,27.90417191,69.83697963,11.4472,11.765,10.771
12,18,403038138,0,,19.9411481,1800.776572,0.004971806,4.516986157,0.368152875,2.5709901,1.28,6384.9502,29.14793665,42.65567895,11.2544,11.753,10.686
12,18,403041216,0,Blend,18.53764684,1805.23854,0.010961135,6.488591518,2.93411015,1.60966,1.46,6784,29.19479303,46.80716635,11.3844,11.704,10.912
12,18,403329142,0,,17.25288564,1801.425025,0.008495372,10.72716952,0.959870521,1.7016799,1.09,5949,304.0436456,68.74629757,11.3105,12.111,10.563
12,18,406535424,0,,25.09475992,1814.27699,0.018863197,2.139755125,0.427850581,1.66105,1.38,6597,312.6932588,79.41087681,11.9747,12.506,11.338
12,18,406895007,0,,17.24858527,1802.300324,0.008015234,4.028227628,0.357485013,1.75147,1.16,6127,1.58116423,63.26065643,11.2226,11.806,10.525
12,18,407025496,0,,22.76526133,1802.281436,0.005782868,2.010710829,0.190694931,2.7214999,2.02,8238,5.714820778,65.70255236,11.3772,11.938,10.66
12,18,407121915,0,,14.86819218,1802.092242,0.006780387,3.777039352,0.598568927,1.64149,1.15,6109,6.11267068,70.72891975,11.6025,12.55,10.808
12,18,407426646,0,,13.11888577,1813.780059,0.009106725,14.14319889,1.403675087,1.24975,1.003,5653,5.626792916,72.0321341,11.7863,12.48,11.019
12,18,407539207,1,EB,38.18091886,1804.201815,0.031135721,4.191776834,1.929414774,1.96709,1.135,6072,326.178928,64.64233045,11.0692,11.795,10.402
12,18,408578233,0,,5.652434736,1814.598114,0.005885049,6.304079529,0.528047074,0.66983497,0.73100001,4614,43.00166677,67.41508651,11.6923,12.964,10.565
12,18,409522621,1,,37.63792256,1804.733752,0.042704255,3.565813245,1.811255137,1.65576,1.16,6123.9399,35.39501225,43.37416131,11.7724,12.246,11.203
12,18,409522628,0,Blend,29.18889185,1804.734288,0.035410458,3.73059902,1.852980846,1.41013,1.36,6558.2798,35.39675374,43.38415081,11.8602,12.378,11.294
12,18,410501312,0,,28.00390141,1801.532268,0.019434956,2.324527378,0.482154992,1.82614,1.8,7672,26.05529389,50.5832403,11.4683,11.912,11.089
12,18,410702880,0,Blend,21.90474343,1810.535672,0.01162291,11.37537275,4.836212281,1.84709,1.3559999,6552.3101,51.84711602,51.58661377,11.7615,12.796,10.799
12,18,411576238,0,,11.73446013,1814.561498,0.018579001,3.944511412,0.519253479,0.78263497,0.88300002,5196,328.797385,63.75084326,11.5924,12.201,10.837
12,18,416092843,0,,30.42458852,1791.874003,0.021737866,5.826422285,1.350123213,1.87596,1.133,6067,49.52830718,46.54943021,11.0667,11.456,10.351
12,18,417702591,0,,10.7325962,1802.159882,0.009084747,2.762301212,0.28985517,1.0236599,1.197,6216,348.7603887,73.81218854,11.4505,12.018,10.751
12,18,418300610,0,Blend,10.92653291,1811.60414,0.017078978,7.443580816,4.197545639,0.76007903,0.708,4504,323.6046946,73.92250733,11.5316,12.581,10.534
12,18,419531077,0,,21.17079808,1792.214334,0.008056274,7.128409889,0.62514846,2.1442599,1.05,5829,8.351608859,61.21550398,11.9371,12.71,11.171
12,18,420024364,0,,22.81185391,1801.920312,0.008506028,5.12541339,0.678302082,2.24856,2.0999999,8446,10.88822885,60.2349005,11.9684,12.475,11.484
12,18,420132156,1,EB,31.78686726,1813.240699,0.023184379,4.218413205,1.323763017,1.89783,0.99000001,5618,291.128459,72.55277726,11.3243,11.978,10.564
12,18,420288295,0,,19.57924389,1801.97843,0.010417017,2.467848759,0.364460605,1.74394,1.489,6868,11.0024464,62.87366392,11.7694,12.404,10.983
12,18,420303415,0,,8.239640104,1814.319014,0.004101138,5.566723757,0.349580884,1.16967,1.0700001,5884,313.1842134,84.4113717,11.2559,11.895,10.593
12,18,420843589,0,,24.49904763,1801.86191,0.024616016,4.526412832,0.627140386,1.41954,1.215,6254,11.37040602,61.39983158,11.3253,11.911,10.681
12,18,420898490,0,,27.49610788,1814.239862,0.029307987,5.014968426,1.795271952,1.4601099,1.27,6369,273.410669,50.19618272,11.4607,11.484,10.914
12,18,421111351,0,Variable source,33.14582444,1810.926753,0.014198977,9.17444363,4.004584368,2.52876,0.94999999,5447,11.44102963,65.77162838,11.5933,12.426,10.738
12,18,421117672,0,,25.05179871,1801.914235,0.011531909,4.036480606,1.103353198,2.12078,1.1,5992,11.5615434,63.47071508,11.8266,12.638,10.941
12,18,421118163,0,,36.6760615,1814.632624,0.021007448,10.85562237,3.860061616,2.3004,1.6,7167,11.56538534,65.53960063,11.8137,12.469,11.071
12,18,421965988,0,,24.24106684,1814.852966,0.008516556,1.867562311,0.227828233,2.38796,1.54,6990,21.56283031,63.15020853,11.1768,12.113,10.362
12,18,421973372,0,,22.30623929,1814.662075,0.028459647,4.434681412,0.669507986,1.20204,1.0650001,5879,21.99223792,65.57314539,11.7359,12.098,10.981
12,18,422755399,0,,5.62324814,1814.028858,0.004392389,8.130543039,0.592847157,0.77133697,0.86500001,5131,21.98203817,72.76849985,11.69,12.418,10.917
12,18,422960767,0,,28.14314107,1790.923004,0.013597245,4.408922904,0.534412183,2.1940899,1.13,6060,40.26913558,47.74880101,11.8394,12.414,11.193
12,18,424284136,0,,13.5485904,1814.656938,0.014886418,4.456855638,0.898694175,1.0095,0.86400002,5130,42.60285239,63.24981961,11.5607,12.339,10.776
12,18,424730367,0,,17.33745922,1814.65054,0.005317054,2.255092189,0.182165469,2.16151,0.92000002,5324,255.2141797,65.61609994,11.2199,11.869,10.498
12,18,427237696,0,,20.77643121,1801.686158,0.005483848,4.728785795,0.497967507,2.55056,1.3200001,6484,322.0690737,65.00619956,11.634,12.58,11.003
12,18,427644110,0,,18.75675952,1814.627228,0.009880621,5.67982442,0.555368611,1.71543,1.62,7218,26.42368777,69.07618755,11.9773,12.591,11.307
12,18,427754008,1,EB,34.75403289,1806.250396,0.021001596,6.944493261,2.889925059,2.18015,,8484,352.4304427,68.99339791,11.4609,12.243,10.636
12,18,427850458,0,,9.571380607,1802.236113,0.00316443,5.274268951,0.341152712,1.5468,,6643,353.3292155,66.67043636,11.9469,13.086,10.778
12,18,428329521,0,,27.18939632,1800.83126,0.017583041,8.149716276,4.071493588,1.86406,1.13,6052.1201,55.38131251,51.03483682,11.8211,12.623,11.036
12,18,428378998,0,Blend,15.76101172,1807.850523,0.019758077,10.19587937,5.386137434,1.01934,1.3099999,6457,5.333143803,65.06073568,11.0445,11.385,10.406
12,18,428393838,0,,74.91735066,1800.661557,0.104322679,31.28810488,29.26608553,2.1086299,0.94999999,5440.3198,55.57009128,51.16630765,11.7065,12.64,10.8
12,18,428395455,0,,44.16167205,1800.670112,0.053945699,9.265645615,5.169847642,1.72852,2.0699999,8370,55.57582527,52.02361717,11.9893,12.556,11.32
12,18,428453612,0,,26.21457658,1800.407399,0.011988009,7.447111181,1.224533964,2.17659,1.279,6389,55.65688101,49.59220648,11.1723,11.817,10.495
12,18,428458953,0,,21.8222996,1792.964351,0.011077782,3.730692622,0.464909932,1.8848701,2.3800001,9384,55.73718641,48.76639252,11.0207,11.569,10.58
12,18,428461692,0,,26.57071603,1792.146597,0.022236216,8.376318153,1.119389231,1.6198699,1.074,5906,55.9235957,48.55275884,11.842,12.638,10.983
12,18,428463569,0,,19.51379702,1792.155019,0.020078816,8.203929528,1.055674353,1.25193,0.99900001,5637,55.81979686,49.5367799,11.6869,12.368,10.931
12,18,428533605,0,,17.37804484,1792.152226,0.028020558,8.51835089,1.267158902,0.94377798,0.64899999,4148.1201,56.23251747,49.08302144,11.9753,13.185,10.857
12,18,428989910,1,PC,15.7111698,1794.689758,0.00579292,5.058726314,0.498702375,1.87658,1.22,6262,350.1516692,80.92846231,11.7773,12.474,11.064
12,18,430327250,0,,10.28571886,1800.724855,0.010183268,6.745432848,0.701231512,0.92661297,0.88800001,5215,28.53105274,41.57951771,11.9842,12.655,11.009
12,18,431925646,1,,19.51354048,1792.720091,0.016595627,7.724928207,3.316751984,1.37704,1.2539999,6338,56.25289538,43.77769849,11.1114,11.792,10.408
12,18,432018436,0,,33.87926802,1803.529292,0.020050083,4.029580492,1.20276512,2.1751201,2.03,8259,56.98777238,45.0629482,11.4077,11.701,10.969
12,18,433206474,0,,36.89321863,1800.850448,0.039138516,11.69173894,6.435865986,1.69532,1.53,6968.5098,40.64156172,36.75372183,11.3734,11.565,10.938
12,18,433693535,0,Blend,24.73509957,1798.909788,0.018743115,3.251999034,1.387692272,1.64248,2.0599999,8331,341.2742096,65.46508431,11.5046,11.712,10.995
12,18,434263716,0,,14.88511708,1802.096501,0.013344469,3.671889226,1.235836203,1.17141,0.95999998,5484,344.8303982,64.12355126,11.8983,12.813,11.027
12,18,434539938,0,,18.34040422,1801.82004,0.006990287,4.552076012,0.400993888,1.9942,2.3900001,9416,345.1874346,63.74014547,11.7563,12.227,11.104
12,18,434633264,0,,26.79480616,1802.095009,0.02034164,3.118306248,0.749478906,1.7079099,0.98000002,5559,345.6026092,62.13015793,11.2765,12.255,10.49
12,18,434717508,0,,9.279891833,1802.307107,0.01029752,4.591787115,0.61676606,0.83135003,0.98799998,5590,345.8420347,63.18949616,11.9304,12.652,11.204
12,18,435271257,0,,16.06798886,1802.199473,0.008250479,4.94512849,0.452222518,1.60816,1.26,6356,346.6135565,62.55128257,11.9431,12.594,11.183
12,18,444317331,0,,18.02541051,1802.061391,0.030777385,5.41384736,0.844083312,0.93406397,1.025,5736,358.3932222,59.54906614,11.5271,11.733,10.878
12,18,444560246,0,,20.46865759,1801.99344,0.025846185,1.733622609,0.253585179,1.1574399,1.03,5748,19.85164921,65.02114497,11.2694,11.939,10.545
12,18,444792278,0,,9.789192916,1814.719848,0.010487738,3.388944223,0.444453735,0.86898702,1.1059999,5998,25.40036257,64.55580986,11.9332,12.6,11.208
12,18,445309878,0,,13.1342074,1814.603937,0.012250354,7.651399678,1.34407877,1.0787899,1.043,5803,13.52891209,55.03303669,11.8128,12.386,11.14
12,18,445311177,0,,15.5774609,1801.936038,0.005980028,5.368665062,0.429024691,1.83127,2.3,9105,13.41514171,55.61975236,11.8656,12.088,11.518
12,18,445340718,0,Blend,44.23373634,1809.729763,0.076905239,18.31640294,10.65652861,1.45005,,6444,13.84828798,56.81363868,11.2647,11.675,10.618
12,18,445399323,0,Blend,16.00970624,1800.1298,0.009267284,7.30851445,0.765539128,1.51187,0.995,5618,14.56472616,59.4155382,11.5688,12.227,10.844
12,18,449938441,0,,26.00512708,1792.04551,0.039782372,6.179868584,1.199507051,1.18528,1.277,6386,54.30398951,49.081117,11.9051,12.4902,9.6409998
12,18,450005010,0,,18.9144326,1801.687328,0.012144184,5.559666077,2.207981212,1.56033,2.0899999,8427,8.883276373,54.7908575,11.909,12.283,11.459
12,18,450148977,0,Blend,19.41039849,1806.341901,0.008123237,4.763778985,0.794260509,1.95784,,7742,42.83544602,57.40376341,11.8559,12.677,10.94
12,18,450161337,0,Blend,21.11921281,1797.240035,0.015232606,8.464036008,3.65826566,1.5556,0.98000002,5564,54.86524314,55.72150431,11.8799,12.89,10.897
12,18,453010949,0,,31.54721393,1801.974826,0.037168082,2.425894286,1.130395153,1.48759,,5763.5601,9.220712278,55.77135996,11.1094,11.499,10.34
12,18,453011259,0,,27.87078301,1801.974535,0.04799701,2.394877828,0.529851717,1.15651,1.163,6138,9.087369076,55.6234737,11.2096,11.521,10.612
12,18,458817276,0,Variable source,35.28822167,1812.470671,0.023407109,7.204607943,3.449944185,2.0968299,1.58,7109.9399,50.22032411,55.6411496,11.3371,11.772,10.639
12,18,458970570,0,,9.859237491,1814.642772,0.011802626,4.155560694,0.431421631,0.825014,0.92500001,5350,50.58621453,63.66803969,11.5882,12.479,10.652
12,18,459969957,1,,9.540511672,1808.964633,0.011609966,4.519925629,0.49299502,0.80493999,0.74699998,4684,254.8169106,65.74711792,11.8994,12.784,10.997
12,18,461338680,0,,21.06684591,1802.344292,0.006598201,1.929412876,0.274758365,2.3577299,1.26,6357,2.261295996,68.25664064,11.5397,12.388,10.714
12,18,461357477,0,,13.03923078,1802.252955,0.00400854,4.873244721,0.324605821,1.87226,0.92900002,5365,2.370331193,67.73328546,11.6713,12.538,10.875
12,18,461362677,0,Blend,29.83313538,1812.997212,0.026630328,5.9191059,3.07715389,1.66195,,6919,2.467752642,70.69871049,11.0444,11.735,9.7080002
12,18,461384287,0,,7.836184826,1802.042751,0.007207611,5.433160696,0.449045899,0.83910501,0.81699997,4955,2.868861217,66.43470666,11.292,12.133,10.482
12,18,461495532,0,Blend,38.8612008,1800.003194,0.122393718,5.387091193,2.831229565,1.00982,1.084,5936,328.4581124,85.44886665,11.2435,11.504,10.639
12,18,462616775,0,,12.46100542,1814.607551,0.011668587,5.209405085,0.661108733,1.0487,1.007,5669,251.1816885,65.03934628,11.9359,12.155,11.299
12,18,467180791,0,,44.39548765,1801.473146,0.04672434,3.63545236,2.093562624,1.86713,1.25,6330,291.7828266,59.63667973,11.9779,12.484,11.455
12,18,467833501,0,,8.613912411,1800.339703,0.005750103,7.321788708,0.742319237,1.03269,0.96100003,5486,58.53767817,40.23973315,11.1328,11.622,10.407
12,18,468671557,1,EB,29.6833482,1811.723905,0.112870947,3.549392556,1.557226755,0.80321002,1.0089999,5674,19.06003823,75.34537992,11.8076,12.541,10.997
12,18,470165391,0,,17.91139171,1814.327963,0.012252489,5.312901298,0.549625721,1.47104,1.2,6217,334.6305431,81.7590316,11.3846,11.993,10.743
12,18,470194409,0,Blend,21.26920153,1798.156374,0.034770405,7.439101784,4.008704479,1.03694,1.05,5838,336.2360392,81.10967938,11.9838,12.712,11.323
12,18,470725160,0,,33.2125182,1802.102111,0.007454177,2.672377343,0.501346849,3.4971099,1.23,6281,357.7220062,65.61067722,11.1295,12.086,10.346
12,18,470790289,0,,9.156673727,1814.658596,0.01105833,4.801659479,0.631812297,0.79158998,0.88,5188,23.00661164,57.42907733,11.062,11.743,10.338
12,18,470795648,0,,19.59187427,1791.897854,0.013731004,2.739638307,0.433667266,1.51996,1.52,6953,22.94804675,59.47671799,11.4852,11.896,10.952
12,18,470817402,0,,15.38608628,1814.801064,0.014374156,3.28525985,1.128008914,1.16666,1.164,6140,23.37237059,57.09208601,11.4473,12.043,10.771
12,18,470897588,0,Variable source,28.70365727,1800.83516,0.027766573,7.104722064,2.277336524,1.5659699,1.49,6871,42.3482235,59.15426946,11.2921,11.852,10.643
12,18,470925130,0,,23.77788707,1802.066188,0.007082421,4.658612163,0.451316219,2.5685599,1,5650,1.719649653,69.61804398,11.5172,12.265,10.752
12,18,628180313,0,,11.60031322,1814.683623,0.010906448,4.427995359,0.54380396,1.0098,0.98500001,5581,29.7551354,65.38856199,11.8908,12.6169,
12,18,1551345500,1,PC,10.51190181,1796.300253,0.024097395,1.978874509,0.703530374,0.61560702,0.69,4415,277.2918949,55.31315158,11.2018,12.2979,
12,18,1981281377,0,,10.74328303,1801.28031,0.005784565,7.255388443,0.647728005,1.28413,1.14,6087,304.0241334,70.20616917,11.1523,11.6714,
